filename,class
data_813.jpg,0
data_6274.jpg,1
data_2317.jpg,2
data_2124.jpg,3
data_5974.jpg,4
data_4301.jpg,5
data_1627.jpg,6
data_692.jpg,0
data_6117.jpg,1
data_5974_rotated_90.jpg,4
data_6250.jpg,1
data_813_rotated_90.jpg,0
data_4976.jpg,7
data_929.jpg,0
data_6274_rotated_90.jpg,1
data_2317_rotated_90.jpg,2
data_2124_rotated_90.jpg,3
data_4301_rotated_90.jpg,5
data_3102.jpg,8
data_813_rotated_180.jpg,0
data_1627_rotated_90.jpg,6
data_6250_rotated_90.jpg,1
data_692_rotated_90.jpg,0
data_6274_rotated_180.jpg,1
data_929_rotated_90.jpg,0
data_4976_rotated_90.jpg,7
data_6117_rotated_90.jpg,1
data_5974_rotated_180.jpg,4
data_4301_rotated_180.jpg,5
data_2124_rotated_180.jpg,3
data_3102_rotated_90.jpg,8
data_2317_rotated_180.jpg,2
data_134.jpg,9
data_1627_rotated_180.jpg,6
data_6274_rotated_270.jpg,1
data_692_rotated_180.jpg,0
data_813_rotated_270.jpg,0
data_2124_rotated_270.jpg,3
data_4976_rotated_180.jpg,7
data_3102_rotated_180.jpg,8
data_6250_rotated_180.jpg,1
data_5974_rotated_270.jpg,4
data_929_rotated_180.jpg,0
data_134_rotated_90.jpg,9
data_2317_rotated_270.jpg,2
data_6117_rotated_180.jpg,1
data_692_rotated_270.jpg,0
data_5684.jpg,4
data_3102_rotated_270.jpg,8
data_4301_rotated_270.jpg,5
data_6250_rotated_270.jpg,1
data_1627_rotated_270.jpg,6
data_5684_rotated_90.jpg,4
data_4872.jpg,7
data_134_rotated_180.jpg,9
data_6552.jpg,10
data_4976_rotated_270.jpg,7
data_3151.jpg,8
data_1729.jpg,6
data_4581.jpg,11
data_5684_rotated_180.jpg,4
data_134_rotated_270.jpg,9
data_929_rotated_270.jpg,0
data_3151_rotated_90.jpg,8
data_1729_rotated_90.jpg,6
data_6117_rotated_270.jpg,1
data_6552_rotated_90.jpg,10
data_4872_rotated_90.jpg,7
data_4581_rotated_90.jpg,11
data_5684_rotated_270.jpg,4
data_1729_rotated_180.jpg,6
data_3151_rotated_180.jpg,8
data_1729_rotated_270.jpg,6
data_4581_rotated_180.jpg,11
data_6552_rotated_180.jpg,10
data_4872_rotated_180.jpg,7
data_3151_rotated_270.jpg,8
data_4581_rotated_270.jpg,11
data_2332.jpg,2
data_5474.jpg,4
data_6552_rotated_270.jpg,10
data_1991.jpg,3
data_5692.jpg,4
data_6481.jpg,0
data_4872_rotated_270.jpg,7
data_6236.jpg,1
data_6948.jpg,6
data_1742.jpg,6
data_2332_rotated_90.jpg,2
data_1991_rotated_90.jpg,3
data_6853.jpg,1
data_5561.jpg,4
data_5474_rotated_90.jpg,4
data_5692_rotated_90.jpg,4
data_4458.jpg,11
data_6236_rotated_90.jpg,1
data_3302.jpg,8
data_6481_rotated_90.jpg,0
data_6948_rotated_90.jpg,6
data_1742_rotated_90.jpg,6
data_1991_rotated_180.jpg,3
data_2332_rotated_180.jpg,2
data_5474_rotated_180.jpg,4
data_5561_rotated_90.jpg,4
data_5692_rotated_180.jpg,4
data_6481_rotated_180.jpg,0
data_4458_rotated_90.jpg,11
data_3302_rotated_90.jpg,8
data_6236_rotated_180.jpg,1
data_6948_rotated_180.jpg,6
data_1991_rotated_270.jpg,3
data_1742_rotated_180.jpg,6
data_5474_rotated_270.jpg,4
data_6481_rotated_270.jpg,0
data_5692_rotated_270.jpg,4
data_2332_rotated_270.jpg,2
data_5561_rotated_180.jpg,4
data_4458_rotated_180.jpg,11
data_3302_rotated_180.jpg,8
data_6236_rotated_270.jpg,1
data_6948_rotated_270.jpg,6
data_316.jpg,0
data_1742_rotated_270.jpg,6
data_3302_rotated_270.jpg,8
data_5561_rotated_270.jpg,4
data_316_rotated_90.jpg,0
data_4458_rotated_270.jpg,11
data_1629.jpg,6
data_6431.jpg,1
data_548.jpg,0
data_2568.jpg,12
data_3829.jpg,13
data_6853_rotated_90.jpg,1
data_1573.jpg,10
data_6055.jpg,1
data_316_rotated_180.jpg,0
data_2889.jpg,12
data_1629_rotated_90.jpg,6
data_388.jpg,0
data_3430.jpg,14
data_548_rotated_90.jpg,0
data_2568_rotated_90.jpg,12
data_3829_rotated_90.jpg,13
data_6431_rotated_90.jpg,1
data_316_rotated_270.jpg,0
data_1573_rotated_90.jpg,10
data_6853_rotated_180.jpg,1
data_6055_rotated_90.jpg,1
data_2889_rotated_90.jpg,12
data_1629_rotated_180.jpg,6
data_3430_rotated_90.jpg,14
data_388_rotated_90.jpg,0
data_2568_rotated_180.jpg,12
data_548_rotated_180.jpg,0
data_3829_rotated_180.jpg,13
data_6431_rotated_180.jpg,1
data_1573_rotated_180.jpg,10
data_2889_rotated_180.jpg,12
data_6055_rotated_180.jpg,1
data_1629_rotated_270.jpg,6
data_6853_rotated_270.jpg,1
data_3430_rotated_180.jpg,14
data_6431_rotated_270.jpg,1
data_388_rotated_180.jpg,0
data_2568_rotated_270.jpg,12
data_548_rotated_270.jpg,0
data_3829_rotated_270.jpg,13
data_2889_rotated_270.jpg,12
data_1573_rotated_270.jpg,10
data_6055_rotated_270.jpg,1
data_3430_rotated_270.jpg,14
data_388_rotated_270.jpg,0
data_7160.jpg,7
data_5069.jpg,7
data_5232.jpg,15
data_4801.jpg,7
data_7211.jpg,4
data_499.jpg,0
data_7160_rotated_90.jpg,7
data_7211_rotated_90.jpg,4
data_5069_rotated_90.jpg,7
data_5232_rotated_90.jpg,15
data_7160_rotated_180.jpg,7
data_4801_rotated_90.jpg,7
data_7211_rotated_180.jpg,4
data_499_rotated_90.jpg,0
data_5232_rotated_180.jpg,15
data_7160_rotated_270.jpg,7
data_7211_rotated_270.jpg,4
data_5069_rotated_180.jpg,7
data_4801_rotated_180.jpg,7
data_5232_rotated_270.jpg,15
data_5430.jpg,15
data_3349.jpg,14
data_499_rotated_180.jpg,0
data_5069_rotated_270.jpg,7
data_4801_rotated_270.jpg,7
data_499_rotated_270.jpg,0
data_5430_rotated_90.jpg,15
data_5543.jpg,4
data_3349_rotated_90.jpg,14
data_5724.jpg,4
data_4235.jpg,5
data_4574.jpg,11
data_6113.jpg,1
data_243.jpg,9
data_5430_rotated_180.jpg,15
data_1568.jpg,10
data_4597.jpg,11
data_5543_rotated_90.jpg,4
data_5724_rotated_90.jpg,4
data_3349_rotated_180.jpg,14
data_915.jpg,0
data_4235_rotated_90.jpg,5
data_6283.jpg,1
data_4574_rotated_90.jpg,11
data_6113_rotated_90.jpg,1
data_243_rotated_90.jpg,9
data_5430_rotated_270.jpg,15
data_5724_rotated_180.jpg,4
data_5543_rotated_180.jpg,4
data_4235_rotated_180.jpg,5
data_1568_rotated_90.jpg,10
data_4597_rotated_90.jpg,11
data_3349_rotated_270.jpg,14
data_6283_rotated_90.jpg,1
data_915_rotated_90.jpg,0
data_243_rotated_180.jpg,9
data_4574_rotated_180.jpg,11
data_6113_rotated_180.jpg,1
data_5724_rotated_270.jpg,4
data_4235_rotated_270.jpg,5
data_5543_rotated_270.jpg,4
data_1568_rotated_180.jpg,10
data_243_rotated_270.jpg,9
data_6283_rotated_180.jpg,1
data_4597_rotated_180.jpg,11
data_915_rotated_180.jpg,0
data_6113_rotated_270.jpg,1
data_4574_rotated_270.jpg,11
data_4265.jpg,5
data_1568_rotated_270.jpg,10
data_6283_rotated_270.jpg,1
data_915_rotated_270.jpg,0
data_5103.jpg,7
data_5663.jpg,4
data_4597_rotated_270.jpg,11
data_3211.jpg,8
data_4265_rotated_90.jpg,5
data_874.jpg,0
data_5103_rotated_90.jpg,7
data_232.jpg,9
data_179.jpg,9
data_4265_rotated_180.jpg,5
data_5663_rotated_90.jpg,4
data_3211_rotated_90.jpg,8
data_232_rotated_90.jpg,9
data_5103_rotated_180.jpg,7
data_874_rotated_90.jpg,0
data_3211_rotated_180.jpg,8
data_179_rotated_90.jpg,9
data_232_rotated_180.jpg,9
data_4265_rotated_270.jpg,5
data_5663_rotated_180.jpg,4
data_5103_rotated_270.jpg,7
data_3211_rotated_270.jpg,8
data_232_rotated_270.jpg,9
data_874_rotated_180.jpg,0
data_179_rotated_180.jpg,9
data_5663_rotated_270.jpg,4
data_179_rotated_270.jpg,9
data_3418.jpg,14
data_1116.jpg,16
data_6924.jpg,16
data_874_rotated_270.jpg,0
data_4387.jpg,11
data_4362.jpg,5
data_198.jpg,9
data_3860.jpg,13
data_3436.jpg,14
data_3418_rotated_90.jpg,14
data_7207.jpg,4
data_1116_rotated_90.jpg,16
data_2866.jpg,12
data_6924_rotated_90.jpg,16
data_3577.jpg,14
data_198_rotated_90.jpg,9
data_4362_rotated_90.jpg,5
data_4387_rotated_90.jpg,11
data_3436_rotated_90.jpg,14
data_3418_rotated_180.jpg,14
data_1150.jpg,16
data_7207_rotated_90.jpg,4
data_1768.jpg,6
data_3860_rotated_90.jpg,13
data_198_rotated_180.jpg,9
data_3590.jpg,14
data_2866_rotated_90.jpg,12
data_3577_rotated_90.jpg,14
data_4362_rotated_180.jpg,5
data_1116_rotated_180.jpg,16
data_1710.jpg,6
data_198_rotated_270.jpg,9
data_6924_rotated_180.jpg,16
data_3436_rotated_180.jpg,14
data_7207_rotated_180.jpg,4
data_2866_rotated_180.jpg,12
data_1768_rotated_90.jpg,6
data_3590_rotated_90.jpg,14
data_4362_rotated_270.jpg,5
data_1116_rotated_270.jpg,16
data_1710_rotated_90.jpg,6
data_1150_rotated_90.jpg,16
data_3418_rotated_270.jpg,14
data_3860_rotated_180.jpg,13
data_4387_rotated_180.jpg,11
data_3436_rotated_270.jpg,14
data_1768_rotated_180.jpg,6
data_6924_rotated_270.jpg,16
data_2450.jpg,2
data_3590_rotated_180.jpg,14
data_1150_rotated_180.jpg,16
data_3577_rotated_180.jpg,14
data_2866_rotated_270.jpg,12
data_3860_rotated_270.jpg,13
data_7207_rotated_270.jpg,4
data_1710_rotated_180.jpg,6
data_4387_rotated_270.jpg,11
data_1768_rotated_270.jpg,6
data_4306.jpg,5
data_3590_rotated_270.jpg,14
data_3577_rotated_270.jpg,14
data_2450_rotated_90.jpg,2
data_1150_rotated_270.jpg,16
data_1710_rotated_270.jpg,6
data_4317.jpg,5
data_4306_rotated_90.jpg,5
data_2450_rotated_180.jpg,2
data_4317_rotated_90.jpg,5
data_2450_rotated_270.jpg,2
data_4306_rotated_180.jpg,5
data_2164.jpg,2
data_5115.jpg,7
data_4317_rotated_180.jpg,5
data_4280.jpg,5
data_5308.jpg,15
data_1486.jpg,10
data_2369.jpg,2
data_6176.jpg,1
data_4306_rotated_270.jpg,5
data_5021.jpg,7
data_5115_rotated_90.jpg,7
data_6270.jpg,1
data_4280_rotated_90.jpg,5
data_4317_rotated_270.jpg,5
data_2164_rotated_90.jpg,2
data_5308_rotated_90.jpg,15
data_2369_rotated_90.jpg,2
data_1486_rotated_90.jpg,10
data_6176_rotated_90.jpg,1
data_5021_rotated_90.jpg,7
data_5115_rotated_180.jpg,7
data_1479.jpg,10
data_3178.jpg,8
data_6270_rotated_90.jpg,1
data_4280_rotated_180.jpg,5
data_5308_rotated_180.jpg,15
data_3248.jpg,8
data_2164_rotated_180.jpg,2
data_6970.jpg,3
data_2369_rotated_180.jpg,2
data_1486_rotated_180.jpg,10
data_6176_rotated_180.jpg,1
data_5115_rotated_270.jpg,7
data_3178_rotated_90.jpg,8
data_1479_rotated_90.jpg,10
data_5308_rotated_270.jpg,15
data_4280_rotated_270.jpg,5
data_3248_rotated_90.jpg,8
data_6270_rotated_180.jpg,1
data_2164_rotated_270.jpg,2
data_2369_rotated_270.jpg,2
data_6970_rotated_90.jpg,3
data_1486_rotated_270.jpg,10
data_3178_rotated_180.jpg,8
data_6176_rotated_270.jpg,1
data_1479_rotated_180.jpg,10
data_5021_rotated_180.jpg,7
data_425.jpg,0
data_3248_rotated_180.jpg,8
data_6970_rotated_180.jpg,3
data_3178_rotated_270.jpg,8
data_6270_rotated_270.jpg,1
data_5806.jpg,4
data_7078.jpg,13
data_7130.jpg,11
data_1479_rotated_270.jpg,10
data_5021_rotated_270.jpg,7
data_425_rotated_90.jpg,0
data_3248_rotated_270.jpg,8
data_6970_rotated_270.jpg,3
data_5806_rotated_90.jpg,4
data_7078_rotated_90.jpg,13
data_7130_rotated_90.jpg,11
data_5806_rotated_180.jpg,4
data_3334.jpg,14
data_1417.jpg,10
data_6848.jpg,1
data_425_rotated_180.jpg,0
data_3616.jpg,14
data_3152.jpg,8
data_5806_rotated_270.jpg,4
data_7130_rotated_180.jpg,11
data_7078_rotated_180.jpg,13
data_6848_rotated_90.jpg,1
data_3334_rotated_90.jpg,14
data_425_rotated_270.jpg,0
data_1417_rotated_90.jpg,10
data_3616_rotated_90.jpg,14
data_3152_rotated_90.jpg,8
data_6848_rotated_180.jpg,1
data_7130_rotated_270.jpg,11
data_3334_rotated_180.jpg,14
data_1417_rotated_180.jpg,10
data_7078_rotated_270.jpg,13
data_6848_rotated_270.jpg,1
data_3616_rotated_180.jpg,14
data_3152_rotated_180.jpg,8
data_3334_rotated_270.jpg,14
data_1417_rotated_270.jpg,10
data_6219.jpg,1
data_2005.jpg,3
data_2100.jpg,3
data_2518.jpg,12
data_4742.jpg,11
data_3616_rotated_270.jpg,14
data_2974.jpg,8
data_3152_rotated_270.jpg,8
data_6219_rotated_90.jpg,1
data_2100_rotated_90.jpg,3
data_2005_rotated_90.jpg,3
data_2518_rotated_90.jpg,12
data_2100_rotated_180.jpg,3
data_4742_rotated_90.jpg,11
data_1906.jpg,3
data_2974_rotated_90.jpg,8
data_5873.jpg,4
data_6219_rotated_180.jpg,1
data_2005_rotated_180.jpg,3
data_1440.jpg,10
data_2518_rotated_180.jpg,12
data_5438.jpg,15
data_2100_rotated_270.jpg,3
data_1906_rotated_90.jpg,3
data_4742_rotated_180.jpg,11
data_2974_rotated_180.jpg,8
data_2005_rotated_270.jpg,3
data_1440_rotated_90.jpg,10
data_2518_rotated_270.jpg,12
data_5438_rotated_90.jpg,15
data_5873_rotated_90.jpg,4
data_6219_rotated_270.jpg,1
data_1906_rotated_180.jpg,3
data_5438_rotated_180.jpg,15
data_6448.jpg,9
data_2974_rotated_270.jpg,8
data_4742_rotated_270.jpg,11
data_1440_rotated_180.jpg,10
data_5454.jpg,4
data_2227.jpg,2
data_1634.jpg,6
data_714.jpg,0
data_5873_rotated_180.jpg,4
data_4615.jpg,11
data_5734.jpg,4
data_1906_rotated_270.jpg,3
data_5438_rotated_270.jpg,15
data_6448_rotated_90.jpg,9
data_1634_rotated_90.jpg,6
data_2227_rotated_90.jpg,2
data_5454_rotated_90.jpg,4
data_1440_rotated_270.jpg,10
data_5873_rotated_270.jpg,4
data_5734_rotated_90.jpg,4
data_1634_rotated_180.jpg,6
data_714_rotated_90.jpg,0
data_4615_rotated_90.jpg,11
data_2227_rotated_180.jpg,2
